link;titulo;moneda;precio;descripcion;ubicacion;condicion;Superficie total;Superficie cubierta;Dormitorios;Baños;Cantidad de pisos;Apartamentos por piso;Número de piso de la unidad;Disposición;Antigüedad;Gastos comunes;caracteristicas_ambientes;Cocheras;Ambientes;Orientación;Tipo de departamento;Bodegas;Acceso;Tipo de cochera;Tipo de cobertura;Metros de frente;Metros de fondo;Forma del terreno;Disposición del lote;Tipo de casa
https://apartamento.mercadolibre.com.uy/MLU-470484124-precioso-monoambiente-con-patio-propio-_JM#position=3&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Pocitos;U$S;98.000;PRECIOSO APARTAMENTO SOBRE SIMON BOLIVAR CON PATIO PROPIO!!! CON RENTA UYU 17. 000. LIVING COMEDOR AMPLIO CON PISOS DE PORCELANATO, 1 BAÑO COMPLETO, COCINA SEMI-INTEGRADA CON PLACARES Y CAMPANA, AIRE ACONDICIONADO Y CALEFON. EL EDIFICIO CUENTA CON DOS BARBACOAS CON PARRILLEROS Y LAVADERO DE USO COMUN. CONSULTE!!!FALERO PROPIEDADES (AV DEL LAGO 5118 - LA CALETA DE CARRASCO) TEL. : Ver datos - Ver datos;Pocitos, Montevideo;Vende;46 m²;46 m²;;1;3;;;Contrafrente;3 años;2500 UYU;Cocina,Patio,;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-475630391-venta-duplex-carrasco-3-dor-3-banos-parrillero-_JM#position=4&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Rafael Barradas 1500, Carrasco;U$S;375.000;"Contacto: Gabriel Tajes - MLS ID # 940051095-26Excelente dúplex en Carrasco en un entorno verde y a solo 100 metros de la playa.Fue construido en el año 1995 y se reciclo, actualizo y modernizo en el año 2017.Son casi 150m2 que incluyen un enorme garage de 50m2 para 2 autos con portón motorizado. El terreno que le pertenece en exclusiva son casi 240m2.La propiedad se desarrolla en 2 plantas más subsuelo donde se encuentra el garageEn planta baja cuenta con un amplio living con estufa a leña, un amplio comedor y la cocina de concepto abierto estilo americano y un baño social.Los pisos del living, el comedor y la escalera a la planta alta son en parquet de madera tarugada.La cocina cuenta con excelentes placares, anafe vitrocerámico, horno eléctrico empotrado, campana, lavavajillas y una súper practica isla central.La luminosidad y ventilación natural son excelentes.En la planta alta nos encontramos con 3 dormitorios; uno de ellos, el principal, con baño en suite y balcón con una vista hermosa al parque. Todas las habitaciones cuentan con armarios empotrados.En esta planta también se encuentra el segundo baño completo.Todos los ambientes cuentan con aire acondicionado.En uno de los laterales de la propiedad tenemos el patio sobre un deck de madera, y al fondo nos encontramos con la Barbacoa cerrada de casi 30m2, también cuenta con A/C de 24.000 BTUContribución inmobiliaria: 3 x $ 14.000Impuesto Primaria: 3 x $ 3.600Tributos municipales $ 1.500 bimensuales  Toda la información y medidas provista por el Agente Inmobiliario son aproximadas y podrán ratificarse con la documentación pertinente.";Carrasco, Montevideo;Vende;390 m²;97 m²;3;3;2;;;;27 años;;Jardín,;2;6;;;;;;;;;;;Casa
https://apartamento.mercadolibre.com.uy/MLU-477755529-oportunidad-solida-construccion-_JM#position=5&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Cerro Largo 1484, Cordón;U$S;142.000;Amplio, de los que ya no hay!!Cerca de Facultades,entes públicos, intendencia, con todos los servicios cerca, a 4 cuadras de 18 de Julio. Se trata de 2 piso x ascensor, contra frente lateral muy iluminado. Con entrada principal y de servicio. Consta de :Living amplio con piso de parquet plastificado.Cocina con comedor integrado, pisos de porcelanato.3 dormitorios con placares.2 baños el principal con jacuzzi.Gastos comunes $4000Primaria $3700 anual.Contribución $ 9800 anual.Posibilidad de alquilar cochera frente al edificio.Consulte no molesta.;Cordón, Montevideo;Vende;89 m²;89 m²;3;2;;;;;;;;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-472298364-venta-casa-en-malvin-_JM#position=6&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Próximo Club Malvín 0, Malvin;U$S;200.000;Casa PH de altos en Malvín, próximo al club y supermercado Disco. Muy luminosa y despejada. Estado impecable. Amplio living comedor con terraza y placares, 2 dormitorios amplios con placares, baño con mampara y mesada con bacha de sobreponer y mueble. Cocina con estar integrado, con cómoda mesada y placares. Cochera con lugar fijo y lavadero. Posibilidad de convertir la casa en 3 dormitorios. El baño y la cocina fueron reformados.;Malvin, Montevideo;Vende;97 m²;80 m²;2;1;2;;;;50 años;;Cocina,Balcón,Patio,Living,Terraza,;1;;Oeste;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478030439-vendo-preciosa-casa-en-carrasco-en-complejo-habitacional-_JM#position=7&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Mones Roses 6349, Carrasco;U$S;220.000;MELJEM Propiedades vende preciosa casa ubicada en un complejo habitacional (No Cooperativa), sobre calle Mones Roses entre Havre y Corcega, en el corazón de Carrasco. La misma, está situada en un complejo hermoso de 2500 mts2, muy bien conservado, que tiene 14 casas bien construídas en la década de 1970. Mantiene una segura reja perimetral, en su frente.Esta propiedad a la venta, tiene un metraje de 63 mts2, con entrada individual por el frente del complejo, y su jardín al frente es un bien común de uso exclusivo para la vivienda. La casa cuenta con living-comedor, 2 dormitorios amplios (con opción a 3ero, ya que el garage se modificó y cerró), 2 baños completos hechos a nuevos hace 11 años, con termofusión, cocina comedor con muebles sobre y bajo mesada, y lavadero.Vale la pena verla, un entorno verde espectacular, un complejo familiar, seguro, donde Ud. podrá disfrutar con tranquilidad, ideal para todo tipo de público.Contribución anual $ 20.000Gastos comunes $ 4.400 incluye agua, jardinería y luz exterior.Posible financiación Bancaria hasta 25 años si Ud. gusta. Estamos a las órdenes, 098 835 096Meljem Propiedades;Carrasco, Montevideo;Vende;63 m²;63 m²;2;2;1;;;;50 años;;Cocina,Jardín,Patio,Living,;1;8;Sur;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477523273-3-dorm-2-banos-completos-una-planta-_JM#position=8&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Comodoro Coe 4000, Buceo;U$S;220.000;ABANICO INMOBILIARIO (091819313 - 091819314) VENDE:Casa en padrón único, reciclada, toda en una planta. Al sur de Av. Italia, en zona con todos los servicios.Living, 3 dormitorios, uno con vestidor y baño en suite. Comedor diario con estufa a leña vinculado a la cocina a través de una arcada.Cocina con profusión de placares aéreos y bajo mesada, extractor, conexión para lavavajillas.Lavadero.Patio con parrillero al fondo y jardín al frente con cochera y cerramiento perimetral.Pisos flotantes de calidad en toda la casa, y cerámicos en baños y cocina.Aberturas de aluminio anodizado con mosquitero. Precio: U$S 220.000.Comisión inmobiliaria 3% + IVA. Por consultas comunicarse con ABANICO INMOBILIARIO al 091819313 - 091819314.;Buceo, Montevideo;Vende;179 m²;121 m²;3;2;;;;;;;Cocina,Jardín,Patio,Living,Vestidor,Comedor,;1;;;;;;;;;;;;
https://terreno.mercadolibre.com.uy/MLU-466374724-gran-oportunidad-venta-de-terreno-en-cerrito-de-la-victoria-_JM#position=9&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Niagara 4984, Cerrito;U$S;40.000;GRAN OPORTUNIDADTERRENO A LA VENTA EN CERRITO DE LA VICTORIADIRECCIÓN: Niagara 4984SUPERFICIE: 855 m2AGUA CORRIENTE, LUZ ELÉCTRICAContacto: 2403 3752 / 099 269 151 / 098 373 997Whatsapp: 099 269 151 / 098 373 997;Cerrito, Montevideo;Vende;855 m²;;;;;;;;;;Luz eléctrica,Agua corriente,;;;;;;Asfalto;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478393583-vendo-apto-2-dormitorios-en-complejo-millan-y-lecocq-_JM#position=10&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Calle 2 852, Sayago;U$S;49.000;Apartamento en tercer piso por escalera, en muy buen estado general.Todo pago. Regularizado ante la ANV, sin deuda de colgamentos. Impuestos al día.Gastos comunes aprox. $2000 por mes (incluye el agua, luz de escalera y mantenimiento general del Complejo)Dos dormitorios amplios y luminosos, con placares y cortinas de enrollar. Baño hecho a nuevo, revestimiento y grifería de excelente calidad, cañería nueva de tremofusión, bacha con mesada y mueble bajo la misma.Cocina a nuevo, amoblada sobre y bajo mesada de granito, pileta de acero. Piso de cerámica. Comedor integrado. Barra de ladrillos terminada en madera.Pisos de Parquet originales en el resto del apto.A 30 metros del centro comercial y 70 metros de Millán. (Calle 2)El Complejo es un lugar sumamente seguro para las familias que crían niños y niñas.Posee espacios verdes, plazas con juegos infantiles, un espacio polideportivo para todas las edades, centro comercial con variadas propuestas, feria vecinal los días sábado y Escuela Pública adentro.Líneas de ómnibus 522, 151, 409, 145, L3, L24;Sayago, Montevideo;Vende;50 m²;;2;1;;;;;;;;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-468593682-venta-casa-carrasco-sur-de-4-dormitorios-_JM#position=11&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Juan Bautista Alberdi  0000, Carrasco;U$S;510.000;"Ubicación; Carrasco SurSólida casa ideal para multi familias u oficinas, 4 entradas independientes, 3 plantasPlanta baja:3 cuartos, living, comedor, cocina, 2 baños2 plantaCuarto matrimonial con baño en suite y vestidor3 planta:Cuarto, estar, baño completo, terraza. acceso independiente.Parrillero, cuarto de servicio con baño, piscinaCostos Anuales constribuciòn inmobiliaria $37.000 por cuota, Primaria $ 8.000 por cuota.Renta Anual $ 840.000";Carrasco, Montevideo;Vende;600 m²;400 m²;5;3;;;;;2000 años;;Playroom,Dormitorio de servicio,Cocina,Jardín,Altillo,Balcón,Dormitorio en suite,Patio,Living,Estudio,Vestidor,Comedor,Terraza,Baño social,;2;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478217385-casa-2-dormitorios-500-mts-23000-dolares-_JM#position=12&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Congresso De Avalo Y Oficial 1 5312, Cerro;U$S;23.000;casa pronta para avitar 2 dormitorios  living comedor cosina  patio tiene un galpon es una esquina tiene 2 entradas con portoes de 3mts de ancho  arbolada en terreno amplio paga luz y agua   2 cuadras de cibils y 2 cuadras de paso la boyada en los dos lugares pasa el bus  1000 mtsaproximado ruta 1 a la orden x consultas;Cerro, Montevideo;Vende;500 m²;1 m²;2;1;1;;;;11 años;;;2;5;Norte;;1;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-475873310-casa-cordon-venta-4-dormitorios-para-reciclar-_JM#position=13&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Cordon 1111, Cordón;U$S;127.000;Casa completamente para reciclar situada en pleno Cordón a metros de Fernández Crespo.Pasillo de distribución, cocina definida con mesada y acceso a patio interior y azotea. Baño social ubicado junto a la cocina.Dormitorio principal de grandes dimensiones con pequeña terraza al frente. Segundo y tercer dormitorio cercanos al acceso principal de la casa. Cuarto dormitorio al fondo con vista al patio interno. Baño completo.~ Sin gastos comunes.~ Acepta préstamo bancario.~ Acepta permuta, consulte.CODIGO: R002646UYRICHAR INMOBILIARIA - Agencia MontevideoTe brindaremos un asesoramiento sincero poniendo siempre por delante tus necesidades, sin influencia ni intereses de empresas constructoras.Seremos tu aliado de confianza para encontrar el inmueble de tus sueños con agentes expertos en asesoramiento para compra de apartamentos a estrenar, logrando el mejor precio en la compra de tu apartamento con financiamiento bancario.LLAME GRATIS A NUESTRO CALL CENTER EN TODO URUGUAY 0800-0000RICHAR | Agencia MontevideoAv. Italia 3224 - Parque BatlleTelefono: 2486-2245* - 2486-2299*Celular / WhatsApp: 099 036 099www.richar.com.uyPor más fotos, planos e información puede visitar nuestro sitio web: www.richar.com.uy;Cordón, Montevideo;Vende;106 m²;106 m²;4;2;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-475441527-apartamento-centro-venta-2-dormitorios-ideal-para-reciclar-_JM#position=14&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Centro 1111, Centro;U$S;65.000;Apartamento de época a la venta, para reciclar en Edificio Patrimonial.Apartamento ubicado en uno de los primeros edificios de renta popular del Uruguay.Construcción con estructuras metálicas y hormigón armado. Apartamento interior con living comedor, vista al patio de circulación central con gran claraboya, iluminación y ventilación, cocina. Dos dormitorios y baño completo.OPORTUNIDAD!~ Patio interior de circulación compartido con claraboya central.~ Edificio con portería 24hs.~ Gastos comunes bajos $ 2.000.~ Acepta préstamo bancario.CODIGO: R002547UYRICHAR INMOBILIARIA - Agencia MontevideoTe brindaremos un asesoramiento sincero poniendo siempre por delante tus necesidades, sin influencia ni intereses de empresas constructoras.Seremos tu aliado de confianza para encontrar el inmueble de tus sueños con agentes expertos en asesoramiento para compra de apartamentos a estrenar, logrando el mejor precio en la compra de tu apartamento con financiamiento bancario.LLAME GRATIS A NUESTRO CALL CENTER EN TODO URUGUAY 0800-0000RICHAR | Agencia MontevideoAv. Italia 3224 - Parque BatlleTelefono: 2486-2245* - 2486-2299*Celular / WhatsApp: 099 036 099www.richar.com.uyPor más fotos, planos e información puede visitar nuestro sitio web: www.richar.com.uy;Centro, Montevideo;Vende;66 m²;66 m²;2;1;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478187857-apartamento-de-3-dormitorios-_JM#position=15&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Grito De Asencio Y Suarez 1145, Prado;U$S;135.000;Dueño vende apartamento de 3 dormitorios, en 7to piso, todos los ambientes con luz natural, piso de parquet, doble ventana, puerta blindada, etcUbicado en excelente zona con todos los servicios, supermercado, farmacia, ferreteria, panadería, institutos de enseñanza y buena locomoción.Precio contado U$S 135.000 o U$S 85.000 mas cuota de $ 15.700 ANV.Por consultas 099177329;Prado, Montevideo;Vende;60 m²;60 m²;3;1;;;;;;;;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-475688216-casablanca-padron-unico-impecable-_JM#position=16&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Domingo Torres, Prado;U$S;185.000;A PASOS DE ISLAS CANARIAS Y CASTRO, PADRÓN ÚNICO, TERRENO DE 250 m2.  Living comedor con estufa a leña, pisos de cerámica a nuevos. Cocina con varios placares, impecable.  3 dormitorios con placares, los 3 con ventana al fondo muy soleados. 2 Baños completos. Garage + entrada lateral con lugar para 3 autos. Barbacoa con barra, parrillero techado. Galpón para herramientas. La propiedad cuenta con alarma y cerca eléctrica.;Prado, Montevideo;Vende;236 m²;163 m²;3;2;;;;;61 años;;Cocina,Patio,Living,Comedor,;3;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-477239435-apartamento-venta-la-comercial-montevideo-imasuy-s--_JM#position=17&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Defensa 2000, La Comercial;U$S;62.000;Venta de Apartamento 2 DORMITORIOS en La Comercial, Montevideo. Defensa Esq. NicaraguaApartamento en primer piso por escalera con acceso por pasillo de corredor. 2 Dormitorios.Living.Cocina con mesón.Baño completo. Escalera con acceso a la azotea transitable. Se Acepta Banco. IDEAL INVERSION.Gastos Comunes: $ 1.500Incluyen: Ose, limpieza de pasillo, luz del pasillo. Gastos Anuales aproximados:Contribución : $ 1.100Primaria   : $ 370AGENTE INMOBILIARIO: Samuel Lemus - 096.100.705Inmobiliaria MASContactos: 2407 07 01 | 096 100 701 Dirección: Canelones 1968 esq. Jacksonhttps://www.imas.uy | info@imas.uyXINTEL(IMS-IMS-5349);La Comercial, Montevideo;Vende;54 m²;54 m²;2;1;;;;;;1500 UYU;;;2;Norte;;;;;;;;;;
https://inmueble.mercadolibre.com.uy/MLU-477774512-casa-contenedor-containers-contenedores-terrenos-casa-_JM#position=18&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Manuel Fortet 1982, Colón;U$S;11.300;Nos dedicamos a la construcción de viviendas o cualquier otro tipo de soluciones habitacionales tanto para familias como para empresas.  Mediante este sistema constructivo se logran proyectos versátiles, de rápida ejecución y una insuperable relación costo beneficio.  Este sistema se caracteriza por tener un muy bajo impacto ambiental ya que se trata de la re-utilización de contenedores que fueron descartados  por las empresas navieras de carga. Ademas los requerimientos para su adecuada cimentación (pilares de apoyo) son mucho menores que otros sistemas constructivos, optimizado así recursos y dinero. El precio publicado corresponde a una vivienda de 40 pies con un dormitorio en su versión básica. La misma está aislada con lana de vidrio y barrera de vapor, las paredes son revestidas en placas de melaminico blanco y cielorrasos en PVC, cabe destacar que por solo U$S 500+iva más los revestimientos pasan a ser en yeso.  El baño es totalmente revestido en yeso anti-humedad y sobre este cerámicas.  La cocina cuenta con mobiliario de fabricación propia de muy buena cálida en MDF de 18 mm blanco y su correspondiente mesada es en granito o madera tratada.  Por cualquier información adicional no dude en llamarnos.;Colón, Montevideo;Vende;30 m²;30 m²;;;;;;;0 años;;;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477820103-hermosa-casa-en-excelente-estado-toda-en-una-planta-a-pasos-_JM#position=19&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;La Blanqueada, La Blanqueada;U$S;169.000;Muy linda casa en propiedad horizontal contrafrente en excelente estado. Living comedor, recibidor, dos dormitorios, escritorio o tercer dormitorio, cocina a nuevo, estar baño completo, posible segundo baño en suite, parrillero. Azotea transitable, patio U$S 169000 (CW155535);La Blanqueada, Montevideo;Vende;110 m²;85 m²;3;1;;;;;51 años;;Cocina,Dormitorio en suite,Patio,Living,Comedor,;;4;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478290136-casa-de-2-dormitorios-_JM#position=20&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;L.a. De Herrera 2719, La Comercial;U$S;79.000;Vendo PH de altos en Amézaga a media cuadra de Av Garibaldi.75 mts cuadrados edificados, amplio living con 2 hermosos ventanales.2 dormitorios grandes con placares, cocina, antecocina con placares, estar con estufa. Baño. Azotea transitable con pileta de lavar.Aclaración, por error quedó dirección Luis A. De Herrera 2719 la cual no es la correcta siendo sobre la calle Amézaga en el barrio de La Comercial!!!;La Comercial, Montevideo;Vende;75 m²;75 m²;2;1;;;;;;;;;;;;;;;;;;;;
